15
12
Chestnut 75557 820883 939571 571479 880427 true
Whiskers 554182 357569 34280 878933 41697 false
Potato 984548 317262 977442 38333 894593 true
ThatOneDeer 148329 176095 778806 10904 509605 true
FatDeer 84273 724217 29105 459206 980467 false
Pine 117084 493690 468866 573574 381295 false
Smoky 748535 685103 676441 639012 352849 true
Chantler 812788 197851 287585 515429 857473 true
Rowan 410195 200806 180667 415351 418922 false
Spot 566859 518995 327340 809537 688569 false
Patches 669331 233308 355327 184486 816973 false
Brook 913389 525324 431244 47044 516495 true
Silver 756076 657151 496364 202927 797885 true
Coco 28226 263264 555431 780401 825044 false
Bambi 402261 260223 40695 404522 248250 true
Fawne 832136 452047 534514 692707 601243 true
Umber 168954 799627 895042 61087 124612 false
Starbuck 701089 593245 781036 684352 183516 false
Jingles 388565 468693 803864 747684 593110 true
Candycane 217407 735454 546298 385674 530812 false
Cookie 673826 192316 38088 807176 92456 true
Princess 468913 66879 642281 316266 407963 true
Legacy 594537 589213 773416 632817 314804 true
Brutus 881068 729658 684307 168831 599130 false
Marshmellow 658648 105200 86187 376748 542102 false
Sledgehammer 754681 354060 907968 358470 70031 false
Snowflake 298734 99342 683382 155095 307889 true
Mistletoe 619414 502375 872304 766651 72140 true
Lucky 659080 657337 567720 950210 258373 true
Gingerbread 225208 554736 49294 352063 73813 true
Barney 712862 700730 445299 434814 753606 false
Star 738906 235311 566852 186470 404361 false
Thorn 582965 877780 46806 73500 930684 true
Undying 234667 499306 602451 300456 881882 true
Eagle 972936 567619 749001 540311 6443 true
Buddy 342096 520751 985505 148860 972994 false
Spirit 774921 643935 154891 657837 746835 true
Rain 406939 39084 61036 295209 195618 false
Holly 257019 952035 182344 378278 603173 false
Frosty 422286 949348 382151 194700 252137 true
Moonlight 650489 512700 894553 439736 700212 true
Destiny 483974 226210 155475 461515 481661 true
Death 474363 520842 814187 125430 955355 false
24
Nibblebeard 123 285 646 461 163 true
Flippykiss 156 190 551 357 638 true
Sleepylaugh 382 882 38 607 51 false
Wigglescarf 813 46 43 547 435 true
Nippypie 553 601 875 926 541 false
Grottodash 404 846 151 965 955 true
Muffinwarmth 758 171 379 500 362 false
Cupcakecoolth 556 495 71 764 510 false
Blizzardgallop 154 841 637 727 120 true
Mittenscarf 527 714 642 53 109 true
Freezingsnow 787 69 338 824 816 true
Wonderlandwinter 973 875 713 910 446 true
Jinglebread 792 172 59 985 464 false
Seasonsock 788 5 900 999 0 false
Fancybush 530 417 198 387 6 false
Chimneyrunner 177 504 814 602 85 false
Decorationssled 74 80 184 427 598 true
Dashinglights 795 764 524 129 70 false
Lighthouse 706 199 751 830 271 false
Frostshovel 790 65 349 486 456 true
Snowshoe 486 837 711 212 167 false
Shovelcake 889 232 598 282 796 false
Suprisecake 680 435 551 19 546 false
Mistletoeelves 964 672 120 765 814 true
29
Edgynames 529 301 111 655 652 true
Darknessrunner 471 351 790 707 674 false
Bloodstrider 570 288 751 778 581 true
Demonwalker 345 923 607 272 135 false
Cthuluscarf 519 580 87 246 217 false
Maxpan 954 619 737 974 376 true
Maxpayne 8 69 642 700 516 false
Maxpain 680 634 139 76 515 true
Emoantler 279 798 960 905 584 true
Deathsled 361 326 944 670 5 false
Rockstarhooves 514 749 744 400 884 true
Lenin 647 113 232 700 107 false
Edgystripes 415 391 384 1 337 true
Darknessconsumes 78 60 376 835 522 false
Voidslicer 368 286 417 142 18 false
Twilightreindeer 474 163 282 369 304 false
Eclipserunner 1 979 600 385 130 true
Shadowplayground 298 149 335 408 738 true
Nightgame 633 440 126 767 897 true
Pitchsadness 252 581 909 277 511 true
Blackbullet 103 768 373 963 367 false
Beareater 566 967 543 296 145 false
Nullofdeath 337 823 571 57 165 false
Gloomycap 148 418 235 515 996 true
Moviereaper 820 72 678 191 339 false
Grimmoustache 401 883 164 867 337 true
Deathstalin 858 421 667 823 406 false
Russiasoviet 691 666 714 375 486 true
Painturtle 271 105 536 73 811 true
15
Slidesleep 179 43 13 358 823 false
Pictureman 78 155 143 82 170 true
Blackcloud 418 537 260 301 505 true
Futurebox 126 202 139 44 505 false
Feetshirt 246 753 547 210 283 false
Doublemonacle 735 579 425 588 800 true
Powerfullimbs 862 190 631 47 893 true
Faststrider 708 285 706 0 908 true
Lifeending 60 261 659 662 668 true
Electricweb 272 132 318 996 701 true
Paperstainer 571 128 263 84 933 false
Bulletpropeller 760 933 595 55 152 true
Liquidice 645 238 632 993 835 false
Hardwater 304 765 579 709 956 false
Waterholder 323 781 443 988 61 false
9
Y 412 802 4 146 474 false
A 246 661 648 320 687 false
I 20 554 388 951 353 true
Y 29 684 841 786 622 false
K 5 248 873 156 852 true
E 734 348 9 330 295 true
I 892 640 129 296 455 false
Q 579 836 931 835 890 true
W 225 452 579 708 533 false
26
A 478 844 772 927 612 false
B 707 449 416 254 301 false
C 473 77 622 498 897 false
D 961 988 514 223 615 false
E 497 395 352 567 185 true
F 280 25 753 442 800 true
G 629 342 92 40 95 true
H 114 549 277 203 375 true
I 836 243 897 535 0 false
J 594 60 266 688 1 false
K 960 76 691 501 121 false
L 972 4 587 684 417 true
Sammy 981 103 592 803 331 true
N 910 870 356 848 853 true
O 110 62 976 812 526 false
P 972 5 600 199 794 false
Q 394 805 286 216 788 false
R 28 499 903 669 135 true
S 448 948 562 146 793 false
T 63 840 443 286 327 true
U 739 385 962 577 16 false
V 959 462 156 901 970 false
W 488 358 231 500 197 true
X 261 882 13 299 518 false
Y 738 279 42 957 298 true
Rudolph 739 727 388 53 373 false
26
A 963 770 277 653 218 true
B 993 852 492 634 824 false
C 828 911 61 807 401 true
D 161 190 567 612 985 false
E 469 560 844 839 485 false
F 614 440 874 690 90 false
G 945 425 38 542 958 true
H 130 609 751 765 49 false
I 777 830 560 444 838 true
J 308 248 302 618 386 false
K 9 550 498 722 378 false
L 670 444 460 591 9 false
M 808 916 972 579 74 true
N 982 434 175 494 989 false
O 738 175 732 779 265 false
P 96 546 149 416 870 true
Q 203 190 689 609 873 true
R 670 327 667 529 521 true
S 618 154 477 41 795 false
T 451 932 984 859 220 false
U 642 26 288 393 165 false
V 313 999 309 365 639 true
W 337 915 503 235 95 true
X 965 352 737 484 475 true
Y 303 614 240 722 652 false
Z 251 960 546 585 912 false
26
A 29 737 119 529 753 false
B 449 518 595 24 506 false
Sammy 980 840 131 259 804 false
D 904 824 292 444 953 true
E 297 203 372 180 456 true
F 767 963 556 332 559 true
G 100 665 37 130 341 false
H 627 926 973 219 471 false
I 284 645 206 773 799 false
J 804 610 351 61 400 false
K 89 993 349 524 131 false
L 116 222 457 825 231 true
M 153 239 234 966 306 false
N 438 410 699 206 391 true
O 939 215 90 657 807 true
P 393 540 445 301 560 false
Q 428 267 526 257 932 false
R 359 5 946 73 292 false
S 947 155 912 144 515 false
T 327 88 151 156 627 false
U 914 367 533 139 604 true
V 904 747 893 17 689 true
W 213 943 977 649 199 false
X 54 797 208 606 725 false
Y 754 957 744 417 694 false
Z 864 252 676 564 893 true
26
A 902 68 904 944 966 true
B 734 520 568 33 40 true
C 550 794 293 796 383 true
D 842 104 724 608 365 true
E 13 871 171 769 337 false
F 436 126 651 867 302 false
G 532 870 248 714 794 true
H 324 824 694 55 610 false
I 937 521 764 130 370 true
J 627 472 91 936 627 false
Rudolph 661 981 173 794 254 false
L 317 38 877 371 690 true
M 241 402 152 248 455 true
N 643 942 513 310 412 true
O 419 240 226 570 903 false
P 142 366 904 512 128 false
Q 375 243 168 939 510 true
R 465 601 221 592 21 false
S 496 786 190 248 336 false
T 735 562 106 536 584 false
U 465 101 725 570 529 false
V 632 26 562 548 198 false
W 259 140 397 490 669 false
X 813 296 893 65 705 false
Y 947 159 535 227 626 false
Z 718 813 754 929 898 false
26
A 140 868 423 155 770 false
B 190 401 365 859 223 false
C 656 255 520 736 731 true
D 503 183 450 776 711 true
E 144 337 481 863 782 false
F 181 683 317 310 843 true
G 306 325 690 254 989 true
H 917 136 955 249 282 false
I 181 134 490 205 710 false
J 117 992 497 150 813 true
K 967 508 842 969 655 false
L 571 427 872 536 419 false
M 758 121 861 473 191 true
N 573 221 996 432 452 false
O 597 757 257 521 771 false
P 881 775 437 373 810 true
Q 463 186 148 87 359 true
R 707 66 300 623 56 false
S 370 93 66 368 78 true
T 492 911 192 100 320 true
U 669 95 156 908 998 true
V 716 76 581 284 556 true
W 893 810 553 351 2 false
X 276 584 721 345 312 true
Y 81 816 825 226 51 false
Z 95 885 404 696 578 false
26
A 999 151 612 950 551 true
B 999 150 613 950 551 false
C 999 150 612 954 551 false
D 999 150 612 950 552 false
E 999 150 612 950 551 true
F 999 151 612 950 551 false
G 999 150 612 950 551 false
H 514 252 840 835 274 true
I 223 491 334 872 343 true
J 669 169 601 859 853 true
K 722 526 77 704 768 true
L 674 281 519 360 512 true
M 111 54 244 775 747 false
N 892 18 506 709 394 false
O 757 231 819 10 444 false
P 664 740 575 335 281 true
Q 554 57 754 319 618 true
Rudolph 747 487 544 828 690 false
S 934 392 381 876 863 true
T 575 124 409 326 337 false
U 596 952 999 219 566 false
V 376 712 405 122 466 true
W 885 629 261 642 524 true
X 441 384 810 222 659 false
Y 114 839 854 786 828 false
Sammy 999 151 612 950 552 true
